Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
20,2020,P,Jack Flaherty,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
21,2020,P,Ricardo Sanchez,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
22,2020,P,Nabil Crismatt,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
23,2020,P,Andrew Miller,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
24,2020,P,Ryan Meisinger,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
25,2020,P,Rob Kaminsky,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
26,2020,P,Jake Woodford,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
27,2020,P,Carlos Martinez,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
28,2020,P,Tyler Webb,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
29,2020,P,Austin Gomber,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
30,2020,P,Daniel Ponce de Leon,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
31,2020,P,Génesis Cabrera,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
32,2020,P,Roel Ramírez,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
33,2020,P,Jesus Cruz,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
34,2020,P,Johan Oviedo,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
35,2020,P,Ryan Helsley,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
36,2020,P,Alex Reyes,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,2020,P,Junior Fernández,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
38,2020,P,Dakota Hudson,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
39,2020,P,Adam Wainwright,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,2020,P,Seth Elledge,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,2020,P,Kwang Hyun Kim,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
42,2020,P,Kodi Whitley,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
43,2020,P,Giovanny Gallegos,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
44,2020,P,John Gant,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2019,C,Yadier Molina,36,113,452,419,45,113,24,0,10,57,6,0,23,58,0.27,0.312,0.399,0.711,87,167,14,5,0,5,0,Right,No
2,2019,1B,Paul Goldschmidt,31,161,682,597,97,155,25,1,34,97,3,1,78,166,0.26,0.346,0.476,0.821,115,284,11,2,0,3,2,Right,No
3,2019,2B,Kolten Wong,28,148,549,478,61,136,25,4,11,59,24,4,47,83,0.285,0.361,0.423,0.784,108,202,2,13,6,5,5,Left,No
4,2019,SS,Paul DeJong,25,159,664,583,97,136,31,1,30,78,9,5,62,149,0.233,0.318,0.444,0.762,99,259,15,13,0,6,1,Right,No
5,2019,3B,Matt Carpenter,33,129,492,416,59,94,20,2,15,46,6,1,63,129,0.226,0.334,0.392,0.726,92,163,3,7,1,5,0,Left,No
6,2019,LF,Marcell Ozuna,28,130,549,485,80,117,23,1,29,89,12,2,62,114,0.241,0.328,0.472,0.8,109,229,21,1,0,1,2,Right,No
7,2019,CF,Harrison Bader,25,128,406,347,54,71,14,3,12,39,11,3,46,117,0.205,0.314,0.366,0.68,80,127,3,10,1,2,4,Right,No
8,2019,RF,Dexter Fowler,33,150,574,487,69,116,24,1,19,67,8,5,74,142,0.238,0.346,0.409,0.754,100,199,6,8,1,4,1,Right,Yes
9,2019,RF,José Martínez,30,128,373,334,45,90,13,2,10,42,3,0,35,82,0.269,0.34,0.41,0.751,98,137,14,2,0,2,0,Right,No
10,2019,IF,Tommy Edman,24,92,349,326,59,99,17,7,11,36,15,1,16,61,0.304,0.35,0.5,0.85,122,163,3,7,0,0,0,Right,Yes
11,2019,C,Matt Wieters,33,67,183,168,15,36,4,0,11,27,1,1,12,47,0.214,0.268,0.435,0.702,82,73,3,1,0,2,0,Right,Yes
12,2019,UT,Yairo Muñoz,24,88,181,172,20,46,7,1,2,13,8,3,7,37,0.267,0.298,0.355,0.653,73,61,5,1,0,1,0,Right,No
13,2019,LF,Tyler O'Neill,24,60,151,141,18,37,6,0,5,16,1,0,10,53,0.262,0.311,0.411,0.723,90,58,3,0,0,0,0,Right,No
14,2019,IF,Jedd Gyorko,30,38,62,56,5,11,0,0,2,7,2,0,6,14,0.196,0.274,0.304,0.578,54,17,1,0,0,0,0,Right,No
15,2019,C,Andrew Knizner,24,18,58,53,7,12,2,0,2,7,2,0,4,14,0.226,0.293,0.377,0.67,76,20,3,1,0,0,0,Right,No
16,2019,OF,Lane Thomas,23,34,44,38,6,12,0,1,4,12,1,1,4,8,0.316,0.409,0.684,1.093,182,26,1,2,0,0,0,Right,No
17,2019,1B,Rangel Ravelo,27,29,43,39,4,8,2,0,2,7,0,0,3,12,0.205,0.256,0.41,0.666,72,16,1,0,0,1,0,Right,No
18,2019,OF,Randy Arozarena,24,19,23,20,4,6,1,0,1,2,2,1,2,4,0.3,0.391,0.5,0.891,135,10,0,1,0,0,0,Right,No
19,2019,2B,Edmundo Sosa,23,8,10,8,2,2,0,0,0,0,1,0,1,2,0.25,0.4,0.25,0.65,80,2,0,1,0,0,0,Right,No
20,2019,OF,Drew Robinson,27,5,7,7,1,1,0,0,0,0,0,0,0,3,0.143,0.143,0.143,0.286,-23,1,0,0,0,0,0,Left,No
21,2019,,Joe Hudson,28,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
22,2019,P,Jack Flaherty,23,35,66,54,4,10,3,0,0,4,1,1,2,17,0.185,0.211,0.241,0.451,20,13,0,0,9,1,0,Right,No
23,2019,P,Miles Mikolas,30,31,62,59,1,8,1,0,0,2,0,0,0,27,0.136,0.136,0.153,0.288,-23,9,0,0,3,0,0,Right,No
24,2019,P,Dakota Hudson,24,30,59,51,1,4,0,0,0,2,0,0,0,24,0.078,0.096,0.078,0.175,-53,4,1,1,7,0,0,Right,No
25,2019,P,Adam Wainwright,37,29,59,50,6,8,3,0,0,2,0,0,2,20,0.16,0.189,0.22,0.409,8,11,0,0,6,1,0,Right,No
26,2019,P,Michael Wacha,27,28,39,36,3,6,1,0,0,3,0,0,0,21,0.167,0.167,0.194,0.361,-4,7,0,0,3,0,0,Right,No
27,2019,P,Daniel Ponce de Leon,27,12,12,9,0,0,0,0,0,0,0,0,1,4,0.0,0.1,0.0,0.1,-69,0,0,0,2,0,0,Right,No
28,2019,P,Génesis Cabrera,22,13,4,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
29,2019,P,Ryan Helsley,24,24,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,79,1,0,0,0,0,0,Right,No
30,2019,P,Giovanny Gallegos,27,63,3,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
31,2019,P,John Gant,26,60,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,2019,P,Carlos Martinez,27,43,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,2019,P,John Brebbia,29,63,1,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,436,1,0,0,0,0,0,Left,No
34,2019,P,Mike Mayers,27,15,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
35,2019,P,Chasen Shreve,28,3,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
36,2019,P,Jordan Hicks,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,2019,P,Dominic Leone,27,39,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
38,2019,P,Andrew Miller,34,67,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
39,2019,P,Tyler Webb,28,60,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,2019,P,Alex Reyes,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,2019,P,Junior Fernández,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,2019,P,Adalberto Mejía,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
43,2019,P,Luke Gregerson,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,2018,C,Yadier Molina,35,123,503,459,55,120,20,0,20,74,4,3,29,66,0.261,0.314,0.436,0.75,103,200,15,9,0,6,0,Right,No
2,2018,1B,José Martínez,29,152,590,534,64,163,30,0,17,83,0,3,49,104,0.305,0.364,0.457,0.821,124,244,15,2,2,3,0,Right,No
3,2018,2B,Kolten Wong,27,127,407,353,41,88,18,2,9,38,6,5,31,60,0.249,0.332,0.388,0.72,97,137,6,14,6,3,3,Left,No
4,2018,SS,Paul DeJong,24,115,490,436,68,105,25,1,19,68,1,1,36,123,0.241,0.313,0.433,0.746,102,189,6,12,0,5,2,Right,No
5,2018,3B,Jedd Gyorko,29,125,402,351,49,92,19,1,11,47,2,0,44,77,0.262,0.346,0.416,0.762,108,146,12,3,0,4,0,Right,No
6,2018,LF,Marcell Ozuna,27,148,628,582,69,163,16,2,23,88,3,0,38,110,0.28,0.325,0.433,0.758,106,252,10,3,0,4,2,Right,No
7,2018,CF,Tommy Pham,30,98,396,351,67,87,11,0,14,41,10,6,42,97,0.248,0.331,0.399,0.73,99,140,12,2,0,1,1,Right,No
8,2018,RF,Dexter Fowler,32,90,334,289,40,52,10,0,8,31,5,2,38,75,0.18,0.278,0.298,0.576,59,86,2,3,0,4,0,Right,Yes
9,2018,CI,Matt Carpenter,32,156,677,564,111,145,42,0,36,81,4,1,102,158,0.257,0.374,0.523,0.897,143,295,0,6,0,4,17,Left,No
10,2018,OF,Harrison Bader,24,138,427,379,61,100,20,2,12,37,15,3,31,125,0.264,0.334,0.422,0.756,106,160,1,11,2,4,3,Right,No
11,2018,MI,Yairo Muñoz,23,108,329,293,39,81,16,0,8,42,5,6,30,71,0.276,0.35,0.413,0.763,109,121,3,4,0,2,7,Right,No
12,2018,MI,Greg Garcia,28,114,208,181,15,40,6,0,3,15,3,1,20,37,0.221,0.309,0.304,0.613,70,55,3,4,1,2,1,Left,No
13,2018,OF,Tyler O'Neill,23,61,142,130,29,33,5,0,9,23,2,0,7,57,0.254,0.303,0.5,0.803,115,65,0,3,0,2,0,Right,No
14,2018,C,Francisco Peña,28,58,142,133,10,27,3,0,2,8,1,0,6,43,0.203,0.239,0.271,0.51,40,36,5,1,0,2,3,Right,No
15,2018,1B,Matt Adams,29,27,60,57,5,9,1,0,3,9,0,0,3,18,0.158,0.2,0.333,0.533,43,19,0,0,0,0,1,Left,No
16,2018,CI,Patrick Wisdom,26,32,58,50,11,13,1,0,4,10,2,1,6,19,0.26,0.362,0.52,0.882,139,26,1,2,0,0,0,Right,No
17,2018,C,Carson Kelly,23,19,42,35,1,4,0,0,0,3,0,0,3,7,0.114,0.205,0.114,0.319,-9,4,0,1,3,0,0,Right,No
18,2018,OF,Adolis García,25,21,17,17,3,2,1,0,0,1,0,0,0,7,0.118,0.118,0.176,0.294,-21,3,0,0,0,0,0,Right,No
19,2018,1B,Luke Voit,27,8,13,11,2,2,0,0,1,3,0,0,2,4,0.182,0.308,0.455,0.762,106,5,0,0,0,0,0,Right,No
20,2018,C,Steven Baron,27,2,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,11,1,0,0,0,0,0,Right,No
21,2018,2B,Edmundo Sosa,22,3,3,2,1,0,0,0,0,0,0,0,1,1,0.0,0.333,0.0,0.333,3,0,0,0,0,0,0,Right,No
22,2018,P,Miles Mikolas,29,32,71,63,4,9,1,0,2,6,0,0,2,33,0.143,0.167,0.254,0.421,13,16,0,0,5,1,0,Right,No
23,2018,P,Jack Flaherty,22,28,52,46,2,7,0,0,0,0,0,0,2,20,0.152,0.188,0.152,0.34,-5,7,0,0,4,0,0,Right,No
24,2018,P,Luke Weaver,24,33,46,38,4,6,0,0,0,2,0,0,1,14,0.158,0.179,0.158,0.337,-6,6,1,0,7,0,0,Right,No
25,2018,P,Carlos Martinez,26,33,36,33,1,8,2,0,1,4,0,0,0,11,0.242,0.235,0.394,0.629,69,13,0,0,2,1,0,Right,No
26,2018,P,John Gant,25,27,34,31,2,2,0,0,2,3,0,0,0,14,0.065,0.065,0.258,0.323,-17,8,0,0,3,0,0,Right,No
27,2018,P,Michael Wacha,26,15,32,25,3,2,0,0,0,1,0,0,1,9,0.08,0.115,0.08,0.195,-45,2,0,0,6,0,0,Right,No
28,2018,P,Austin Gomber,24,27,21,19,1,4,1,0,0,4,0,0,0,3,0.211,0.211,0.263,0.474,29,5,0,0,2,0,0,Left,No
29,2018,P,Adam Wainwright,36,8,12,11,0,1,0,0,0,1,0,0,0,6,0.091,0.091,0.091,0.182,-50,1,0,0,1,0,0,Right,No
30,2018,P,Daniel Ponce de Leon,26,10,10,9,0,1,0,1,0,1,0,0,0,4,0.111,0.111,0.333,0.444,15,3,0,0,1,0,0,Right,No
31,2018,P,Tyson Ross,31,8,4,3,1,2,0,0,1,1,0,0,0,0,0.667,0.667,1.667,2.333,512,5,0,0,1,0,0,Right,No
32,2018,P,John Brebbia,28,43,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
33,2018,P,Mike Mayers,26,48,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,55,0,0,0,0,0,0,Right,No
34,2018,P,Jordan Hicks,21,67,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
35,2018,P,Alex Reyes,23,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,2018,P,Matt Bowman,27,21,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,2018,P,Dakota Hudson,23,24,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,2018,P,Chasen Shreve,27,19,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
39,2018,P,Dominic Leone,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,2018,P,Greg Holland,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,2018,P,Tyler Webb,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,2018,P,Preston Guilmet,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
43,2018,P,Brett Cecil,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
44,2018,P,Tyler Lyons,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,Yes
45,2018,P,Ryan Sherriff,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
46,2018,P,Bud Norris,33,61,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
47,2018,P,Sam Tuivailala,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
48,2018,P,Giovanny Gallegos,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
49,2018,P,Luke Gregerson,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,2017,C,Yadier Molina,34,136,543,501,60,137,27,1,18,82,9,4,28,74,0.273,0.312,0.439,0.751,96,220,14,4,1,9,4,Right,No
2,2017,1B,Matt Carpenter,31,145,622,497,91,120,31,2,23,69,2,1,109,125,0.241,0.384,0.451,0.835,120,224,5,9,2,5,4,Left,No
3,2017,2B,Kolten Wong,26,108,411,354,55,101,27,3,4,42,8,2,41,60,0.285,0.376,0.412,0.788,109,146,4,12,1,3,11,Left,No
4,2017,SS,Paul DeJong,23,108,443,417,55,119,26,1,25,65,1,0,21,124,0.285,0.325,0.532,0.857,121,222,8,4,0,1,1,Right,No
5,2017,3B,Jedd Gyorko,28,125,481,426,52,116,21,2,20,67,6,2,47,105,0.272,0.341,0.472,0.813,112,201,12,1,0,7,1,Right,No
6,2017,LF,Tommy Pham,29,128,530,444,95,136,22,2,23,73,25,7,71,117,0.306,0.411,0.52,0.931,144,231,18,10,2,3,0,Right,No
7,2017,CF,Dexter Fowler,31,118,491,420,68,111,22,9,18,64,7,3,63,101,0.264,0.363,0.488,0.851,122,205,10,4,0,4,6,Right,Yes
8,2017,RF,Stephen Piscotty,26,107,401,341,40,80,16,1,9,39,3,6,52,87,0.235,0.342,0.367,0.708,88,125,11,5,0,3,2,Right,No
9,2017,OF,Randal Grichuk,25,122,442,412,53,98,25,3,22,59,6,1,26,133,0.238,0.285,0.473,0.758,95,195,9,2,0,2,3,Right,No
10,2017,UT,José Martínez,28,106,307,272,47,84,13,1,14,46,4,0,32,60,0.309,0.379,0.518,0.897,134,141,9,0,1,2,2,Right,No
11,2017,SS,Aledmys Díaz,26,79,301,286,31,74,17,0,7,20,4,1,13,42,0.259,0.29,0.392,0.682,78,112,9,0,1,1,1,Right,No
12,2017,IF,Greg Garcia,27,133,290,241,27,61,9,2,2,20,2,1,37,64,0.253,0.365,0.332,0.697,87,80,6,6,5,1,0,Left,No
13,2017,1B,Luke Voit,26,62,124,114,18,28,9,0,4,18,0,0,7,31,0.246,0.306,0.43,0.736,92,49,4,3,0,0,0,Right,No
14,2017,CF,Harrison Bader,23,32,92,85,10,20,3,0,3,10,2,1,5,24,0.235,0.283,0.376,0.659,72,32,1,1,0,1,1,Right,No
15,2017,C,Eric Fryer,31,34,83,71,7,11,3,0,0,3,0,0,11,18,0.155,0.277,0.197,0.474,29,14,3,1,0,0,0,Right,No
16,2017,C,Carson Kelly,22,34,75,69,5,12,3,0,0,6,0,0,5,11,0.174,0.24,0.217,0.457,23,15,3,1,0,0,0,Right,No
17,2017,OF,Magneuris Sierra,21,22,64,60,10,19,0,0,0,5,2,2,4,14,0.317,0.359,0.317,0.676,82,19,0,0,0,0,0,Left,No
18,2017,3B,Jhonny Peralta,35,21,58,54,3,11,0,0,0,0,0,0,4,13,0.204,0.259,0.204,0.462,25,11,2,0,0,0,0,Right,No
19,2017,UT,Matt Adams,28,31,53,48,4,14,2,0,1,7,0,0,4,17,0.292,0.34,0.396,0.735,94,19,0,0,0,1,0,Left,No
20,2017,IF,Alex Mejia,26,29,49,46,6,5,0,0,1,3,0,0,2,13,0.109,0.146,0.174,0.32,-16,8,2,0,1,0,0,Right,No
21,2017,DH,Chad Huffman,32,12,15,14,3,4,0,1,0,0,0,0,1,6,0.286,0.333,0.429,0.762,100,6,0,0,0,0,0,Right,No
22,2017,2B,Breyvic Valera,25,5,11,10,0,1,0,0,0,0,0,0,1,0,0.1,0.182,0.1,0.282,-22,1,0,0,0,0,0,Right,Yes
23,2017,,Alberto Rosario,30,3,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,1,0,0,0,0,Right,No
24,2017,P,Carlos Martinez,25,31,69,62,5,11,3,0,0,11,0,0,1,19,0.177,0.203,0.226,0.429,13,14,1,1,5,0,0,Right,No
25,2017,P,Lance Lynn,30,31,61,54,2,4,2,0,0,0,0,0,1,25,0.074,0.107,0.111,0.218,-42,6,1,1,5,0,0,Right,No
26,2017,P,Michael Wacha,25,28,55,46,3,2,0,0,0,3,0,0,1,22,0.043,0.063,0.043,0.106,-71,2,2,0,7,1,0,Right,No
27,2017,P,Mike Leake,29,26,55,47,2,8,1,0,0,4,0,0,3,15,0.17,0.22,0.191,0.411,11,9,2,0,5,0,0,Right,No
28,2017,P,Adam Wainwright,35,24,50,42,7,11,2,0,2,11,0,0,1,15,0.262,0.279,0.452,0.731,89,19,2,0,7,0,0,Right,No
29,2017,P,Luke Weaver,23,15,23,19,2,3,0,0,0,1,0,0,1,9,0.158,0.2,0.158,0.358,-3,3,0,0,3,0,0,Right,No
30,2017,P,Jack Flaherty,21,6,6,6,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
31,2017,P,John Gant,24,7,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,2017,P,Tyler Lyons,29,48,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,51,0,0,0,0,0,0,Right,Yes
33,2017,P,Miguel Socolovich,30,13,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,2017,P,Brett Cecil,30,68,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
35,2017,P,Marco Gonzales,25,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,433,1,0,0,0,0,0,Left,No
36,2017,P,John Brebbia,27,46,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
37,2017,P,Matt Bowman,26,71,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,Right,No
38,2017,P,Juan Nicasio,30,9,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,2017,P,Trevor Rosenthal,27,48,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,2017,P,Josh Lucas,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,2017,P,Sandy Alcántara,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,2017,P,Ryan Sherriff,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
43,2017,P,Zach Duke,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
44,2017,P,Seunghwan Oh,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
45,2017,P,Mike Mayers,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
46,2017,P,Kevin Siegrist,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
47,2017,P,Sam Tuivailala,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
48,2017,P,Jonathan Broxton,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2016,C,Yadier Molina,33,147,581,534,56,164,38,1,8,58,3,2,39,63,0.307,0.36,0.427,0.787,111,228,22,6,0,2,1,Right,No
2,2016,1B,Matt Adams,27,118,327,297,37,74,18,0,16,54,0,1,25,81,0.249,0.309,0.471,0.78,106,140,5,2,0,3,1,Left,No
3,2016,2B,Kolten Wong,25,121,361,313,39,75,7,7,5,23,7,0,34,52,0.24,0.327,0.355,0.682,84,111,3,9,0,5,2,Left,No
4,2016,SS,Aledmys Díaz,25,111,460,404,71,121,28,3,17,65,4,4,41,60,0.3,0.369,0.51,0.879,134,206,10,7,2,6,6,Right,No
5,2016,3B,Jhonny Peralta,34,82,313,289,37,75,17,1,8,29,0,0,20,56,0.26,0.307,0.408,0.715,90,118,5,1,0,3,0,Right,No
6,2016,LF,Matt Holliday,36,110,426,382,48,94,20,1,20,62,0,0,35,71,0.246,0.322,0.461,0.782,107,176,9,8,0,1,1,Right,No
7,2016,CF,Randal Grichuk,24,132,478,446,66,107,29,3,24,68,5,4,28,141,0.24,0.289,0.48,0.769,102,214,9,3,0,1,0,Right,No
8,2016,RF,Stephen Piscotty,25,153,649,582,86,159,35,3,22,85,7,5,51,133,0.273,0.343,0.457,0.8,113,266,14,12,1,2,0,Right,No
