Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
3,1990,SP,John Tudor,36,12,4,0.75,2.4,25,22,0,1,1,0,146.1,120,48,39,10,30,4,63,2,0,0,575,159,3.49,1.025,7.4,0.6,1.8,3.9,2.1,Left,No
4,1990,SP,Bob Tewksbury,29,10,9,0.526,3.47,28,20,1,3,2,1,145.1,151,67,56,7,15,3,50,3,0,2,595,110,3.12,1.142,9.4,0.4,0.9,3.1,3.33,Right,No
5,1990,SP,Bryn Smith,34,9,8,0.529,4.27,26,25,0,0,0,0,141.1,160,81,67,11,30,1,78,4,0,2,605,89,3.44,1.344,10.2,0.7,1.9,5.0,2.6,Right,No
6,1990,SP,Ken Hill,24,5,6,0.455,5.49,17,14,1,1,0,0,78.2,79,49,48,7,33,1,58,1,0,5,343,69,3.79,1.424,9.0,0.8,3.8,6.6,1.76,Right,No
7,1990,CL,Lee Smith,32,3,4,0.429,2.1,53,0,45,0,0,27,68.2,58,20,16,3,20,5,70,0,0,1,280,182,2.21,1.136,7.6,0.4,2.6,9.2,3.5,Right,No
8,1990,RP,Frank DiPino,33,5,2,0.714,4.56,62,0,24,0,0,3,81.0,92,45,41,8,31,12,49,1,1,2,360,84,4.07,1.519,10.2,0.9,3.4,5.4,1.58,Left,No
9,1990,RP,Ken Dayley,31,4,4,0.5,3.56,58,0,17,0,0,2,73.1,63,32,29,5,30,7,51,0,0,6,307,107,3.53,1.268,7.7,0.6,3.7,6.3,1.7,Left,No
10,1990,RP,Scott Terry,30,2,6,0.25,4.75,50,2,26,0,0,2,72.0,75,45,38,7,27,5,35,4,0,2,323,80,4.39,1.417,9.4,0.9,3.4,4.4,1.3,Right,No
11,1990,RP,Tom Niedenfuer,30,0,6,0.0,3.46,52,0,12,0,0,2,65.0,66,26,25,3,25,7,32,0,0,3,276,110,3.58,1.4,9.1,0.4,3.5,4.4,1.28,Right,No
12,1990,,Greg Mathews,28,0,5,0.0,5.33,11,10,0,0,0,0,50.2,53,34,30,2,30,1,18,2,1,2,229,72,4.51,1.638,9.4,0.4,5.3,3.2,0.6,Left,No
13,1990,,Omar Olivares,22,1,1,0.5,2.92,9,6,0,0,0,0,49.1,45,17,16,2,17,0,20,2,1,1,201,131,3.68,1.257,8.2,0.4,3.1,3.6,1.18,Right,No
14,1990,,Ricky Horton,30,1,1,0.5,4.93,32,0,8,0,0,1,42.0,52,25,23,3,22,7,18,1,1,1,193,78,4.52,1.762,11.1,0.6,4.7,3.9,0.82,Left,No
15,1990,,Mike Perez,25,1,0,1.0,3.95,13,0,7,0,0,1,13.2,12,6,6,0,3,0,5,0,0,0,55,99,2.73,1.098,7.9,0.0,2.0,3.3,1.67,Right,No
16,1990,,Cris Carpenter,25,0,0,0.0,4.5,4,0,1,0,0,0,8.0,5,4,4,2,2,1,6,0,0,0,32,89,5.31,0.875,5.6,2.3,2.3,6.8,3.0,Right,No
17,1990,,Ernie Camacho,35,0,0,0.0,7.94,6,0,3,0,0,0,5.2,7,6,5,2,6,1,7,0,0,1,30,51,8.1,2.294,11.1,3.2,9.5,11.1,1.17,Right,No
18,1990,,Tim Sherrill,24,0,0,0.0,6.23,8,0,2,0,0,0,4.1,10,5,3,0,3,0,3,0,0,1,25,67,3.5,3.0,20.8,0.0,6.2,6.2,1.0,Left,No
19,1990,,John Costello,29,0,0,0.0,6.23,4,0,3,0,0,0,4.1,7,3,3,1,1,1,1,1,0,0,21,67,6.73,1.846,14.5,2.1,2.1,2.1,1.0,Right,No
20,1990,,Stan Clarke,29,0,0,0.0,2.7,2,0,2,0,0,0,3.1,2,1,1,0,0,0,3,0,0,0,12,158,1.01,0.6,5.4,0.0,0.0,8.1,0.0,Left,No
21,1990,,Howard Hilton,26,0,0,0.0,0.0,2,0,1,0,0,0,3.0,2,0,0,0,3,0,2,0,0,0,14,0,4.47,1.667,6.0,0.0,9.0,6.0,0.67,Right,No
22,1990,,Tim Jones,27,0,0,0.0,6.75,1,0,1,0,0,0,1.1,1,2,1,0,2,0,0,0,0,0,8,73,7.31,2.25,6.8,0.0,13.5,0.0,0.0,Right,No
1,1989,SP,José DeLeón,28,16,12,0.571,3.05,36,36,0,5,3,0,244.2,173,96,83,16,80,5,201,6,0,2,972,118,3.02,1.034,6.4,0.6,2.9,7.4,2.51,Right,No
2,1989,SP,Joe Magrane,24,18,9,0.667,2.91,34,33,1,9,3,0,234.2,219,81,76,5,72,7,127,6,5,14,971,124,2.95,1.24,8.4,0.2,2.8,4.9,1.76,Left,No
3,1989,SP,Ken Hill,23,7,15,0.318,3.8,33,33,0,2,1,0,196.2,186,92,83,9,99,6,112,5,2,11,862,95,3.81,1.449,8.5,0.4,4.5,5.1,1.13,Right,No
4,1989,SP,Scott Terry,29,8,10,0.444,3.57,31,24,5,1,0,2,148.2,142,65,59,14,43,6,69,3,2,2,619,101,3.99,1.244,8.6,0.8,2.6,4.2,1.6,Right,No
